,Year,Area/Region/Country,Country or Area of Origin / Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1777,2017,Southern Europe,15957631,37095,19245,13387,958073,80949,0,6468,164525,10,51,332036,25218,0,55895,43545,1926,174,128,119831,103,39681,101562,64,3054,7,36,168364,883805,53,345516,0,54,268543,13101,1265,71363,1466,17430,57910,0,0,821,714,1,68467,378654,134,2030,392161,108,7446,0,4944,29238,382994,168532,0,22517,25889,408,9735,16909,149,1335,202203,510923,145625,22097,19981,14898,3580,37541,0,0,76,16631,469225,0,9,2395,18885,104364,618684,67871,4,55269,100,644,0,0,9712,18505,35146,197,1500,181,44147,27864,1853,192185,6100,22902,9895,21421,4,8109,137530,4546,15587,6449,33331,5994,5,17608,2234,505,7959,12895,54,2925,40019,507,23205,10694,3081,723,1391,43,22135,2464,5,0,9464,9946,0,58782,133,1926,1045,92802,76,1147926,73642,559,230,2,5563,70561,0,2713,22238,1431,91260,0,0,19647,122,174272,191,5513,65,62297,305376,198999,203601,131208,0,1313,9371,217390,0,1765967,228179,3741,15,5,67,0,26,509,1983,18504,2283,138994,147981,25595,2659,1234,0,24074,39768,4,14622,27213,0,72594,88573,1589,5551,278,662,34709,291109,20676,386,139972,12926,2276,5842,0,21,409,113531,80870,550,0,50,1368,387890,2875,438175,2458,136042,0,83125,12269,92,237575,7315,0,343,435,1386,2888
1778,2017,Albania,52484,4666,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,1978,0,0,0,0,0,0,0,0,2393,0,0,0,0,0,0,0,0,0,0,0
1779,2017,Andorra,41039,1871,603,0,0,0,0,0,0,0,0,624,0,0,59,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,10739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19939,0,0,0,0,0,44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963,0,96,0,93,0,0,0,0,0,0,0,0,0
1780,2017,Bosnia and Herzegovina,37100,453,470,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,170,0,0,0,0,0,0,0,0,0,0,0,9831,0,0,0,0,3259,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,2017,Croatia,560483,14451,4852,0,168,54,0,0,0,0,0,194,0,0,1552,5011,0,0,0,0,0,91,365,0,0,0,0,31,394146,0,187,0,0,296,0,0,0,0,0,977,0,0,0,0,0,122,434,0,0,43,0,0,0,0,0,0,0,0,0,923,0,0,99,0,0,0,0,240,0,0,0,19,0,0,0,0,37,1713,0,0,0,0,0,32879,0,0,143,0,0,0,0,0,0,0,0,0,0,0,1016,0,65,26,46,79,51,0,53,3056,0,54,66,65,0,0,0,0,0,26,63,0,0,146,0,25,30,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,6017,0,28,0,0,0,0,0,787,0,112,0,0,28,0,0,110,0,0,0,0,0,0,83,73,717,48,0,0,26,110,0,485,1276,0,0,0,0,0,0,0,0,0,0,0,49828,0,0,0,0,626,19068,0,0,197,0,183,0,41,64,0,0,611,2929,175,0,9788,0,0,0,0,0,0,0,83,0,0,0,0,737,0,652,0,1573,0,0,0,0,53,0,0,0,0,44,0
1782,2017,Gibraltar,11152,1428,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5717,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,2017,Greece,1220395,0,0,6216,429428,1082,0,3,8,10,28,629,14028,0,19857,2212,497,22,22,9634,10,1430,5031,4,7,7,1,22,432,7,2175,0,0,71571,77,130,13,21,453,12382,0,0,385,18,1,360,3334,0,0,391,71,1388,0,37,112,421,345,0,21215,4349,33,205,884,38,18,555,82,27754,49,0,274,126,2376,0,0,0,757,6573,0,9,7,49,81876,112270,586,4,0,2,1,0,0,29,178,0,10,37,0,49,1696,53,9967,434,1870,3584,579,4,699,6188,11,499,798,26492,445,0,137,538,40,345,2014,0,30,629,9,535,136,127,0,61,2,28,88,0,0,115,37,0,388,0,44,7,0,76,2038,63,19,7,0,49,3678,0,482,157,23,2805,0,0,507,4,30727,184,154,3,77,285,8316,15380,319,0,1083,207,9866,0,45355,53209,95,3,1,0,0,6,440,0,6,418,628,4302,23,171,80,0,847,127,0,728,6784,0,1159,872,982,1821,8,21,5320,3630,6916,95,2129,371,213,13,0,0,17,624,32881,113,0,10,137,19104,84,17358,387,22939,0,110,8059,69,1007,206,0,0,26,234,412
1784,2017,Holy See,792,476,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,2017,Italy,5907461,0,0,6683,455468,22866,0,132,1901,0,23,74470,1278,0,20199,16618,721,94,50,98743,50,32952,47209,24,2611,0,35,15974,11301,44,106040,0,32,58705,11862,1024,6268,1345,11658,25989,0,0,242,572,0,12645,203959,0,0,40227,37,3444,0,1534,26004,25143,34057,0,661,10586,127,6194,3294,90,342,43012,89882,110398,12683,123,13832,1406,30935,0,0,44,2876,136767,0,0,390,1541,12441,223883,47366,0,17711,0,16,0,0,2172,3967,795,75,715,181,2363,13115,210,138802,3214,14686,3957,3692,0,3951,0,352,8430,3043,3918,3705,5,552,1349,264,3256,7210,31,2041,36859,134,5745,4883,2423,174,623,34,4250,1961,5,0,688,9666,0,8982,13,1645,279,2325,0,432718,872,448,94,2,1806,13263,0,916,1195,1078,57248,0,0,2015,52,86283,7,1038,32,2682,118079,145980,120728,6527,0,81,4000,169753,0,1039584,82170,791,0,4,22,0,20,69,1946,75,978,86307,46382,995,1401,576,0,11189,4781,4,11759,5756,0,32388,86589,397,2965,50,36,6523,201656,6164,189,74317,10039,80,5242,0,21,169,109565,20851,209,0,6,984,236420,376,72234,1632,55640,0,7631,2553,23,49831,5350,0,0,267,889,896
1786,2017,Malta,45539,74,2121,0,96,65,0,0,0,0,0,12,34,0,5423,138,0,0,0,18,0,35,208,0,0,0,0,0,204,0,120,0,0,1132,0,0,0,0,0,2203,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,91,0,0,55,101,0,0,164,0,0,0,0,586,0,0,654,0,429,0,0,0,98,538,0,0,0,0,50,1231,84,0,96,0,0,0,0,0,0,0,0,0,0,0,180,0,329,27,37,103,341,0,13,1956,0,56,49,0,40,0,71,0,0,96,80,0,0,1003,0,55,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,532,0,53,0,46,426,0,0,82,0,228,0,0,0,0,34,599,311,71,0,0,0,42,0,848,1188,0,0,0,0,0,0,0,0,0,33,0,690,0,0,38,0,127,26,0,1298,217,0,188,21,66,293,0,0,582,129,329,0,37,134,0,0,0,0,16,403,287,0,0,0,0,360,32,12928,0,1505,0,0,24,0,0,0,0,0,0,0,45
1787,2017,Montenegro,70984,247,602,0,2368,0,0,0,0,0,0,0,0,0,117,221,0,0,0,0,0,0,0,0,0,0,0,0,29462,0,0,0,0,67,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14055,0,0,0,103,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,1613,0,0,48,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,91,795,0,0,0,0,0,0,0,0,0,0,0,14992,0,0,0,0,48,1390,0,0,0,0,0,0,0,0,0,0,129,182,0,0,2852,0,0,0,0,0,0,0,75,0,0,0,0,121,0,88,0,272,0,0,0,0,0,0,0,0,0,0,0
1788,2017,Portugal,880188,1069,2622,0,50,234,0,378,159028,0,0,1343,101,0,1223,512,66,0,0,1496,0,962,3481,0,33,0,0,216,42,0,136631,0,0,5271,0,0,60590,0,74,7404,0,0,0,0,0,197,10646,134,2030,655,0,482,0,0,132,82,1649,0,29,251,74,1848,402,0,0,67,454,427,86,224,0,130,30,0,0,0,339,92406,0,0,576,116,1089,27383,195,0,189,0,0,0,0,30,4579,28927,0,0,0,0,405,28,7947,251,206,42,1588,0,345,2774,26,314,28,887,102,0,0,0,0,209,74,0,28,28,205,370,3995,26,465,49,0,115,43,0,0,40,0,0,268,0,0,0,78,0,2002,71476,0,0,0,539,4030,0,44,0,0,269,0,0,336,0,1969,0,35,0,53,290,482,991,0,0,0,131,20076,0,23167,5774,0,0,0,0,0,0,0,0,18233,0,2114,51,0,53,28,0,93,55,0,0,11224,0,16124,26,0,0,0,588,817,16470,26,0,276,276,1747,75,0,0,0,139,301,0,0,0,27,47360,0,18709,69,7080,0,228,894,0,24603,53,0,0,0,0,1165
1789,2017,San Marino,5243,116,137,0,35,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,129,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,2017,Serbia,801903,104,599,0,463,52,0,0,0,0,0,48,156,0,670,6950,0,0,0,0,0,133,215,0,0,0,0,0,333687,0,84,0,0,1126,0,0,0,0,0,607,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,281304,28,0,171,510,0,0,181,0,0,0,0,76,0,0,0,0,0,0,0,0,33,5351,0,0,0,0,47,15972,28,0,907,0,0,0,0,0,0,0,0,0,0,0,1787,0,292,31,64,174,51,0,108,1909,0,38,98,96,0,0,66,0,0,0,44,0,0,371,0,27,89,0,0,0,0,0,52,0,0,0,0,0,25,0,0,0,70735,0,32,0,0,0,0,0,746,0,23,0,0,0,0,0,137,0,0,0,0,0,0,48,42,659,38,0,0,25,228,0,3582,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,10855,0,0,140,0,156,0,75,0,0,0,1182,2836,122,0,46416,0,0,0,0,0,0,39,385,28,0,0,0,1265,23,642,0,1277,0,0,79,0,36,0,0,0,0,56,27
1791,2017,Slovenia,244790,30,11,26,126,27,0,0,2,0,0,404,15,0,359,2755,21,0,0,11,0,156,309,2,2,0,0,12,103663,2,123,0,0,1224,5,3,5,5,18,389,0,0,31,1,0,31,894,0,0,43,0,8,0,3,4,46477,75,0,17,384,58,7,52,0,0,176,161,10,0,112,0,7,23,0,0,0,15,16005,0,0,1142,1,18,25,7455,0,52,98,0,0,0,0,1,5,0,19,0,10,6,430,10,162,50,110,53,0,55,33,3873,10,85,59,133,0,16295,11,12,3,38,23,0,8,43,10,38,39,19,2,7,0,6,0,0,9,0,0,8,0,0,337,4,0,2876,23,5,2,0,4,15,0,0,332,2,0,0,0,291,15,1,0,0,0,0,2,55,133,371,0,58,754,69,0,1,418,2570,12,0,0,0,0,0,0,0,1,15,5,24537,0,5,0,11,0,0,563,40,0,369,432,28,16,0,17,0,328,978,18,26,3,236,0,0,0,0,2,65,140,0,0,7,5,2031,12,7,575,0,725,12,0,45,57,0,343,2,14,5
1792,2017,Spain,5947106,11500,3917,462,1947,56569,0,5955,3586,0,0,254230,9606,0,6436,8927,621,58,56,9929,43,3922,44548,34,401,0,0,152109,2139,0,100128,0,22,128078,1157,108,4487,95,5227,6987,0,0,163,123,0,54916,157190,0,0,350802,0,2124,0,3370,2986,1699,132378,0,369,8629,116,1481,11648,21,975,158393,420344,4167,9279,19522,138,1892,3748,0,0,32,12476,205624,0,0,280,17178,8843,202544,12157,0,4019,0,627,0,0,7481,9780,5419,112,729,0,41725,9385,1132,34773,1955,5943,1846,15066,0,2885,107332,284,6186,2282,1814,1569,0,487,336,189,4024,3372,0,826,975,116,16438,1438,466,65,607,0,17742,314,0,0,8612,243,0,49074,120,237,422,168,0,706520,1208,87,127,0,3165,47154,0,1083,20554,282,30484,0,0,16169,51,55064,0,4286,30,59485,186555,43063,64469,113095,0,91,4228,17246,0,652312,80007,285,0,0,45,0,0,0,37,190,853,49930,3937,40,1034,507,0,7366,1324,0,274,2855,0,0,633,0,392,220,0,19501,62876,5966,84,632,2103,0,512,0,0,207,2759,4006,60,0,34,213,82392,329,308872,363,42692,0,74338,648,0,162000,1649,0,0,140,149,338
1793,2017,TFYR Macedonia,130972,610,927,0,67924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8729,0,0,0,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,53,0,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,233,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,23,215,0,0,0,0,0,0,0,0,0,0,0,17963,0,0,0,0,36,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19958,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,2017,Western Europe,27869485,254524,97147,166425,36795,1501581,2,1054,36919,33,220,46864,42900,4282,45645,353684,26809,267,649,20500,286,34150,290491,118,24431,172,629,13959,450935,411,202451,0,763,186328,12223,7667,39363,71825,121057,75615,4778,0,17402,8460,0,44786,331078,831,34,81103,37221,78291,4,4787,102242,288995,25890,502,4768,634824,6796,120309,50352,7386,7207,39502,24165,93452,3852,521,32700,16149,50765,5,0,327,35888,544767,0,0,21350,8758,37270,1052786,61147,105,277527,12,112,0,1,7568,43771,3855,7409,80833,0,3311,271665,3915,189006,163359,224659,183009,37915,12,38396,1339376,5050,77887,17251,1029291,25364,8,2930,87285,48484,41706,142122,306,5893,9677,3350,62502,43750,126442,611,16101,83,79292,2727,0,0,19502,49334,0,45308,3,25734,5133,37612,5,1348640,3430,4373,1008,1,10478,381523,0,12114,3651,8205,56044,0,0,21137,954,101845,1,2184,502,7833,48047,118689,2328166,1194854,57,444,62460,34341,0,827033,1278892,13877,4,80,4964,0,107,47,244,464,10394,129365,591985,1008,10130,11559,23421,96574,68093,17,45314,50548,0,563309,151921,1882,10584,217152,243,56998,222471,97518,29948,94025,140598,11,44418,0,103,2357,461115,2504533,7125,7,15,6477,300344,2652,442094,3536,289045,0,8764,47028,757,25325,273358,0,16,4650,3042,3780
1795,2017,Austria,1660283,0,0,19179,3465,1420,0,2,375,0,7,1677,3359,0,2741,0,1184,24,23,3013,23,1835,2835,45,88,20,26,560,170864,27,5710,0,6,17324,133,106,45,1054,720,2804,0,0,31,13,0,1385,19505,309,18,1728,0,503,0,197,234,44053,967,0,357,60561,3095,770,1561,7,56,3441,728,16397,74,11,114,409,1405,0,0,19,1759,9871,0,0,26,691,3651,246340,2724,0,4408,0,16,0,1,409,333,74,20,69,0,107,48967,207,14949,1336,17062,6082,1084,0,2821,32746,229,3270,824,1214,1081,0,278,713,136,887,2027,4,301,505,416,1000,840,82,41,531,9,109,118,0,0,36,125,0,1664,1,26,1986,24052,0,2120,73,78,201,1,647,9333,0,487,229,34,9343,0,0,1063,34,5301,1,68,66,252,1858,15258,72666,1897,6,27,0,1959,0,77376,34105,232,0,2,15,0,11,4,1,2,525,368,214925,48,294,314,0,29919,19719,15,1337,3074,0,4539,1080,305,699,22,25,3910,17400,10967,312,24139,6171,0,241,0,7,77,4063,203550,154,0,13,301,9064,193,12127,172,12172,0,310,830,7,1007,3682,0,0,104,124,328
1796,2017,Belgium,1268411,56181,37622,2311,4389,10130,0,0,2747,0,0,531,5822,0,803,2878,756,2,2,1074,6,1597,0,0,576,0,114,339,1929,11,5901,0,0,14850,591,2016,183,260,8277,3141,0,0,120,189,0,1088,9776,0,0,1629,0,750,0,115,2244,910,679,0,351,2947,19,20359,3389,497,30,745,2954,1392,107,20,130,787,835,0,0,8,3406,158122,0,0,328,232,1887,44451,3540,0,16685,0,0,0,0,147,4598,53,19,277,0,66,4252,215,7811,1391,5057,3730,4087,0,1605,186116,129,5121,386,2365,559,0,10,1279,131,1079,2074,12,430,192,17,1592,4975,493,30,408,2,372,385,0,0,968,734,0,1064,0,8,431,144,0,92399,43,91,12,0,1605,150578,0,264,62,1156,2919,0,0,1462,11,4314,0,50,1,149,1144,3510,48584,37305,0,0,790,1027,0,29749,14447,3771,0,0,0,0,0,0,21,10,46,1594,2520,19,737,207,0,4580,862,0,883,901,0,51005,705,379,458,279,0,4990,2360,2039,69,3709,3557,0,2593,0,0,0,4470,44597,14,0,0,271,3397,0,28234,235,12779,0,88,1690,0,444,1315,0,0,59,134,144
1797,2017,France,7902783,0,0,4832,6796,1452409,2,996,21610,9,61,13142,19372,10,8475,12749,4173,44,162,5069,77,3451,155548,8,20724,115,87,3194,14150,40,58276,0,48,17893,8873,1894,22630,64306,82513,26128,93,0,16972,7530,0,14620,111717,522,16,27644,37190,70529,4,763,91303,10249,4852,0,1044,9244,61,77889,6578,6670,6540,3544,4198,31407,1130,395,646,922,8806,5,0,158,3886,0,0,0,20080,1935,7698,237178,6797,70,13085,12,0,0,0,3039,30667,3111,4792,75467,0,594,10712,389,48791,5021,23134,6212,9977,12,9336,373182,524,21701,1464,2621,1774,8,744,731,43270,2833,47878,48,796,2386,27,2656,13083,122229,107,2575,5,76703,497,0,0,18037,45011,0,12770,2,25326,1448,1424,5,940552,1309,479,174,0,1344,44504,0,1987,656,5585,5854,0,0,4131,109,24140,0,517,26,1047,11859,15454,113345,724000,51,149,21016,6658,0,91158,64965,6287,4,5,4821,0,28,17,222,226,2526,119661,85988,605,1320,2317,0,4520,2631,2,1911,5258,0,309049,48591,1008,3256,24753,20,10213,96715,17012,247,4556,18426,11,24123,0,96,417,394506,301950,213,7,2,588,16121,795,188161,653,54724,0,2472,1118,750,6433,127857,0,16,494,350,695
1798,2017,Germany,12165083,118851,2117,99973,18102,23349,0,0,0,0,0,18599,12651,0,13938,258452,19244,0,0,7601,0,25617,35064,0,2148,0,0,5380,200510,0,64108,0,0,105686,1549,702,0,2703,19963,19760,0,0,0,317,0,15994,102709,0,0,22190,0,4217,0,1897,4049,210184,14576,0,1858,545361,3000,8755,26059,0,0,11127,8514,23428,1335,0,14684,11763,20878,0,0,0,16344,146297,0,0,523,4433,22960,0,30243,0,215784,0,0,0,0,2099,4244,0,0,1586,0,1444,173338,1808,68521,19704,137995,115429,11411,0,14949,415875,2288,33191,12704,1020277,15084,0,0,83954,3606,30814,79801,0,1975,4484,307,50003,21010,1597,0,6159,0,1454,753,0,0,0,0,0,18329,0,0,0,24,0,114938,0,2282,0,0,3936,139761,0,3251,1524,946,26712,0,0,8867,0,50342,0,735,0,5105,18630,56439,1936653,98796,0,0,29259,23273,0,592182,1084151,1237,0,0,0,0,0,0,0,0,3757,4181,107032,0,3266,2862,0,42999,39871,0,7383,18428,0,100899,46872,0,0,0,0,20057,84578,53277,29081,0,76258,0,14298,0,0,920,41471,1661588,6645,0,0,2600,262027,0,103700,0,138039,0,3422,42412,0,9130,113338,0,0,2901,1009,0
1799,2017,Liechtenstein,24683,378,381,0,0,0,0,0,0,0,0,26,0,0,0,4011,0,0,0,0,0,0,42,0,0,0,0,0,323,0,176,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,37,0,0,0,0,0,130,0,0,0,60,0,0,16,0,0,71,0,0,0,0,0,2,0,0,0,0,6,130,0,0,0,0,0,1877,0,0,48,0,0,0,0,0,0,0,0,0,0,0,69,2,26,0,0,0,17,0,0,912,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,40,60,440,0,0,0,0,0,32,52,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,36,118,0,0,31,0,283,0,0,0,0,0,26,13339,0,0,90,87,0,0,0,0,0,22,646,0,0,0,0,38,0,72,0,135,0,0,0,0,0,0,0,0,0,0,0
